,HallwayType,TimeToSubway,SubwayStation,N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),YearBuilt,N_FacilitiesInApt,Size(sqf),SalePrice,AptAge
3326,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,295575,7.0
3329,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,120353,22.0
3331,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,346902,7.0
3334,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,265486,1.0
3335,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,113716,10.0
3340,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,61946,22.0
3341,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,203982,10.0
3342,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,81858,23.0
3343,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,914.0,192920,6.0
3344,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,259026,2.0
3345,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,354867,1.0
3348,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,636.0,193805,9.0
3350,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,361946,8.0
3354,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,170796,29.0
3355,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,173008,22.0
3356,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1803.0,227433,22.0
3357,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,263716,8.0
3358,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,287610,1.0
3360,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,460176,8.0
3364,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,341150,1.0
3365,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,779.0,194690,37.0
3366,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,378761,9.0
3368,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,871.0,115044,37.0
3369,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,342477,9.0
3370,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,100000,18.0
3373,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,38761,23.0
3376,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1437.0,287610,9.0
3380,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,96460,23.0
3381,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1761.0,218584,22.0
3382,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1334.0,315929,8.0
3383,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,201327,9.0
3385,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,164601,22.0
3386,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,178761,22.0
3388,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,846.0,330973,1.0
3390,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,200884,22.0
3392,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,343628,8.0
3393,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,214159,29.0
3395,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,194690,37.0
3396,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,256637,22.0
3397,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,356637,8.0
3398,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,369026,1.0
3401,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,250000,6.0
3403,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,130973,10.0
3404,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,558.0,63274,18.0
3405,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,384070,1.0
3407,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,914.0,84070,23.0
3409,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,189380,29.0
3410,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,907.0,349557,1.0
3411,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,430.0,84955,18.0
3412,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,88495,10.0
3413,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,636.0,253982,9.0
3414,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,371681,8.0
3415,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,88495,22.0
3420,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,325663,8.0
3426,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,290265,1.0
3429,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,94690,23.0
3430,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,914.0,210619,8.0
3434,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,217699,7.0
3435,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,353982,8.0
3437,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,257522,1.0
3438,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,211061,9.0
3440,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,318584,8.0
3441,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,198230,29.0
3442,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1412.0,295575,9.0
3444,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,213.0,74955,1.0
3445,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,367256,2.0
3446,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,1327.0,166371,37.0
3449,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,162831,29.0
3450,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,176106,22.0
3454,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,188495,10.0
3455,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,84070,18.0
3456,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,402654,9.0
3459,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,1448.0,123893,23.0
3460,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,644.0,247787,0.0
3462,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,207522,6.0
3463,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,910.0,175221,29.0
3465,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,145628,6.0
3466,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,314159,9.0
3471,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,276991,10.0
3472,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,235840,7.0
3473,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,300884,8.0
3474,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,907.0,281415,2.0
3478,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,430.0,88495,18.0
3479,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,247787,9.0
3480,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,204424,9.0
3481,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,1167.0,264424,7.0
3482,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,176991,29.0
3483,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,793.0,97345,29.0
3484,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,910.0,94690,29.0
3487,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,133628,29.0
3489,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,88495,23.0
3490,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,400884,8.0
3494,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,362831,9.0
3496,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,346902,1.0
3497,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,139823,37.0
3498,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,89380,23.0
3499,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,158407,29.0
3500,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,319469,8.0
3501,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,150442,37.0
3502,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1085.0,515044,1.0
3504,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,252212,29.0
3505,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,260619,6.0
3508,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,213.0,75221,1.0
3510,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1288.0,179646,22.0
3513,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,508.0,55752,29.0
3514,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,184070,29.0
3515,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,263716,8.0
3516,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1690.0,365486,8.0
3518,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,343362,29.0
3520,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1803.0,526548,8.0
3521,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1796.0,265486,29.0
3522,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,135398,10.0
3523,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,151327,29.0
3528,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,181415,37.0
3529,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,253982,8.0
3530,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,484955,8.0
3531,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,2003.0,5.0,907.0,123008,12.0
3532,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,910.0,225663,9.0
3534,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,288.0,99115,1.0
3536,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,644.0,265486,2.0
3538,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,151769,22.0
3541,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,247787,1.0
3542,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,325663,7.0
3543,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,246902,10.0
3544,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,113274,10.0
3545,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1803.0,557522,8.0
3546,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,644.0,321238,0.0
3548,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,193805,10.0
3549,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,66371,23.0
3555,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1273.0,296460,8.0
3556,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1519.0,362831,8.0
3557,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,256637,8.0
3558,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,345132,29.0
3559,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,903.0,176991,37.0
3561,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,334513,1.0
3563,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,185840,29.0
3564,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,140265,10.0
3565,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,829.0,242477,7.0
3571,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1419.0,236725,8.0
3572,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,339035,8.0
3574,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,131858,23.0
3575,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,154867,29.0
3576,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,245132,9.0
3579,corridor,5min~10min,Banwoldang,0.0,3.0,2.0,108.0,2014.0,2.0,213.0,72566,1.0
3584,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,910.0,384955,0.0
3585,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1366.0,270796,8.0
3586,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,907.0,336283,1.0
3589,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,203539,9.0
3590,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,636.0,224778,9.0
3592,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1419.0,333628,8.0
3593,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,1160.0,262920,6.0
3597,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,203539,9.0
3603,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,262831,8.0
3604,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1377.0,238938,29.0
3605,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1629.0,319469,8.0
3609,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,304424,6.0
3610,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,281415,6.0
3611,corridor,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,0.0,1978.0,3.0,871.0,233185,37.0
3615,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,743.0,181415,10.0
3616,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1394.0,299115,8.0
3619,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,914.0,126548,29.0
3620,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,106194,22.0
3621,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,181415,9.0
3622,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,347787,8.0
3624,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,576.0,59292,23.0
3625,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,355.0,34070,23.0
3626,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1437.0,283185,9.0
3627,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,243362,10.0
3629,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,857.0,256637,9.0
3633,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,387610,8.0
3634,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,214159,9.0
3637,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,230088,22.0
3640,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,156637,6.0
3641,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,320353,9.0
3643,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1092.0,411504,1.0
3644,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,1184.0,230088,10.0
3646,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,818.0,206194,9.0
3648,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,314159,9.0
3649,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,453982,9.0
3651,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,141592,9.0
3653,corridor,5min~10min,Sin-nam,1.0,5.0,2.0,18.0,1986.0,3.0,508.0,59911,29.0
3655,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1444.0,283185,8.0
3657,terraced,0-5min,Myung-duk,2.0,3.0,1.0,181.0,2006.0,4.0,903.0,184070,9.0
3659,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,123893,23.0
3663,terraced,0-5min,Kyungbuk_uni_hospital,0.0,5.0,3.0,930.0,2013.0,7.0,910.0,388495,2.0
3664,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,115044,22.0
3665,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,811.0,219911,9.0
3667,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,169026,10.0
3668,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,180973,8.0
3671,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,267699,10.0
3672,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1387.0,320353,8.0
3674,terraced,no_bus_stop_nearby,no_subway_nearby,2.0,2.0,1.0,203.0,2009.0,5.0,910.0,273893,6.0
3677,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1803.0,307079,9.0
3678,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,429203,8.0
3681,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,910.0,288495,1.0
3683,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,644.0,272566,1.0
3684,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,811.0,253097,9.0
3686,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1273.0,289380,8.0
3688,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,344247,1.0
3689,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,1451.0,314159,22.0
3691,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,914.0,327433,1.0
3692,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1444.0,405309,8.0
3695,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,644.0,87610,18.0
3696,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,223008,29.0
3700,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,147787,10.0
3702,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1448.0,344247,8.0
3704,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1131.0,181415,29.0
3705,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,290707,9.0
3713,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,201769,8.0
3715,terraced,5min~10min,Daegu,0.0,3.0,2.0,400.0,2015.0,7.0,914.0,345132,0.0
3716,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,166371,7.0
3720,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1803.0,423619,8.0
3724,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,1088.0,442477,1.0
3725,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,572.0,157079,10.0
3726,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,914.0,166371,22.0
3727,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,2.0,2.0,184.0,2006.0,5.0,814.0,269911,9.0
3730,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,914.0,131858,23.0
3731,terraced,0-5min,Sin-nam,0.0,3.0,2.0,475.0,2008.0,8.0,914.0,240707,7.0
3733,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,914.0,241592,9.0
3738,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,868.0,300000,8.0
3739,terraced,0-5min,Banwoldang,0.0,4.0,1.0,605.0,2007.0,5.0,1483.0,283185,8.0
3741,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,104424,23.0
3742,terraced,0-5min,Banwoldang,0.0,0.0,0.0,203.0,2014.0,10.0,914.0,361061,1.0
3744,terraced,10min~15min,Kyungbuk_uni_hospital,1.0,5.0,1.0,0.0,1986.0,4.0,1313.0,291247,29.0
3746,terraced,5min~10min,no_subway_nearby,0.0,1.0,1.0,1321.0,2015.0,10.0,910.0,390707,0.0
3747,terraced,0-5min,Sin-nam,0.0,1.0,2.0,536.0,2006.0,5.0,1743.0,345132,9.0
3748,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1643.0,310079,8.0
3753,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,155752,10.0
3754,mixed,15min~20min,Myung-duk,1.0,5.0,4.0,79.0,1992.0,3.0,644.0,84955,23.0
3756,mixed,15min~20min,Myung-duk,5.0,6.0,5.0,536.0,1993.0,4.0,644.0,159734,22.0
3757,mixed,15min~20min,Chil-sung-market,1.0,7.0,3.0,56.0,1997.0,5.0,914.0,101769,18.0
3760,mixed,5min~10min,Bangoge,5.0,5.0,4.0,798.0,2005.0,7.0,914.0,281415,10.0
3761,terraced,0-5min,Banwoldang,0.0,2.0,2.0,524.0,2007.0,4.0,1103.0,314159,8.0
3762,corridor,10min~15min,Myung-duk,5.0,7.0,5.0,0.0,1992.0,3.0,640.0,61946,23.0
3763,terraced,0-5min,Kyungbuk_uni_hospital,0.0,3.0,2.0,1270.0,2007.0,10.0,1803.0,471238,8.0
3764,terraced,0-5min,Myung-duk,5.0,7.0,5.0,1174.0,2014.0,9.0,640.0,253982,1.0
